neuNr;alteNr;BEZEICHNUNG;Item;2 Bosch;AlvarisArtnr;AlvarisMatnr;ASK
120000246;203600101;"30 Teller mit Anti-Slip Platte;für Gelenkstellfüße Kugel 15;Material: Kunststoff PA;glasfaserverstärkt, schwarz";;;;;
120000247;203600103;"40 Teller mit Anti-Slip Platte;für Gelenkstellfüße Kugel 15;Material: Kunststoff PA;glasfaserverstärkt, schwarz";;;;;
120000248;203600106;"50 Teller für Gelenkstellfüße;Kugel 1 Material: Kunststoff;PA glasfaserverstär;";;;;;
120000249;203600107;"50 Teller mit Anti-Slip Platte;für Gelenkstellfüße Kugel 15;Material: Kunststoff PA;glasfaserverstärkt, schwarz";;;;;
120000250;203600109;"Teller 60 mit Anti-Slip Platte;für Gelenkstellfüße Kugel 15;Material: Kunststoff PA;glasfaserverstärkt, schwarz";;;;;
120000251;203600111;"80 Teller mit Anti-Slip Platte;für Gelenkstellfüße Kugel 15;Material: Kunststoff PA;glasfaserverstärkt, schwarz";;;;;
120000252;203600112;"100 Teller für Gelenkstellfüße;Kugel Material: Kunststoff PA;glasfaserverstär;";;;;;
120000253;203600113;"100 Teller mit Anti-Slip;Platte für Gelenkstellfüße;Kugel 15 Material: Kunststoff;PA glasfaserverstärkt, schwarz";;;;;
120000254;203600115;"Teller 30 Gelenk Mini K mit;ASP;;";;;;;
120000255;203600200;"60 Trapezteller für;Gelenkstellfüße Kugel 15;Material: Zinkdruckguss;schwarz pulverbschichtet";0.0.439.22;;-;-;
120000256;203600201;"Trapezteller 60 mit;Anti-Slip-Platte für;Gelenkstellfüße Kugel 15;Material: Zinkdruckguss";;;;;
120000257;203600202;"Trapezteller 80 für;Gelenkstellfüße Kugel 15;Material: Zinkdruckguss;schwarz pulverbschichtet";0.0.265.29;;1030028;STE80M16100;
120000258;203600203;"Trapezteller 80 mit;Anti-Slip-Platte für;Gelenkstellfüße Kugel 15;Material: Zinkdruckguss";;;;;
120000259;203600300;"Gewindest.m.Kugel 15 M8x25;Material: Stahl verzinkt;;";;;;;
120000260;203600302;"Gewindest.m.Kugel 15 M8x80;Material: Stahl verzinkt;;";0.0.265.69;;1030024;STE40M8110;
120000261;203600303;"Gewindest.m.Kugel 15 M10x45;Material: Stahl verzinkt;;";;;;;
120000262;203600304;"Gewindest.m.Kugel 15 M10x70;Material: Stahl verzinkt;;";0.0.432.84;;-;-;
120000263;203600305;"Gewindest.m.Kugel 15 M10x90;Material: Stahl verzinkt;;";0.0.265.74;;1030025;STE40M10100;
120000264;203600306;"Gewindest.m.Kugel 15 M10x125;Material: Stahl verzinkt;;";0.0.439.30;;1030020;STE8.60M10100;
120000265;203600307;"Gewindest.m.Kugel 15 M10x150;Material: Stahl verzinkt;;";;;;;
120000266;203600308;"Gewindest.m.Kugel 15 M12x45;Material: Stahl verzinkt;;";;;;;
120000267;203600310;"Gewindest.m.Kugel 15 M12x100;Material: Stahl verzinkt;;";0.0.265.67;;1030026;STE80M12100;
120000268;203600312;"Gewindest.m.Kugel 15 M12x150;Material: Stahl verzinkt;;";0.0.265.68;;1030027;STE80M12130;
120000269;203600314;"Gewindest.m.Kugel 15 M16x100;Material: Stahl verzinkt;;";0.0.265.29;;1030028;STE80M16100;
120000270;203600316;"Gewindest.m.Kugel 15 M16x150;Material: Stahl verzinkt;;";0.0.265.66;;1030029;STE80M16160;
120000271;203600317;"Gewindest.m.Kugel 15 M16x200;Material: Stahl verzinkt;;";;;;;
120000272;203600318;"Gewindest.m.Kugel 10 M5x40;Stahl vz SW10;;";;;;;
120000273;203600353;"Gewindest.m.Kugel 15 M10x45;Material: Edelstahl;;";;;;;
120000274;203600356;"Gewindest.m.Kugel 15 M10x125;Material: Edelstahl;;";;;;;
120000275;203600357;"Gewindest.m.Kugel 15 M10x150;Material: Edelstahl;;";;;;;
120000276;203600358;"Gewindest.m.Kugel 15 M12x45;Material: Edelstahl;;";;;;;
120000277;203600360;"Gewindest.m.Kugel 15 M12x100;Material: Edelstahl;;";;;;;
120000278;203600362;"Gewindest.m.Kugel 15 M12x150;Material: Edelstahl;;";;;;;
120000279;203600364;"Gewindest.m.Kugel 15 M16x100;Material: Edelstahl;;";;;;;
120000280;203600366;"Gewindest.m.Kugel 15 M16x150;Material: Edelstahl;;";;;;;
120000281;203600367;"Gewindest.m.Kugel 15 M16x200;Material: Edelstahl;;";;;;;
120000282;203600400;"Teller 50 für feste Stellfüße,;schwarz, Material: Kunststoff;PA glasfaserverst.;";;;;;
120000283;203600401;"Teller 50 mit Anti-Slip-Platte;für feste Stellfüße Material:;Kunststoff PA;glasfaserverstärkt, schwarz";;;;;
120000284;203600402;"Teller 60 für feste Stellfüße,;schwarz Material: Kunststoff;PA glasfaserverst.;";;;;;
120000285;203600403;"Teller 60 mit Anti-Slip-Platte;für feste Stellfüße Material:;Kunststoff PA;glasfaserverstärkt schwarz";;;;;
120000286;203600404;"Teller 80 für feste Stellfüße,;schwarz Material: Kunststoff;PA glasfaserverst.;";;;;;
120000287;203600405;"Teller 80 mit Anti-Slip-Platte;für feste Stellfüße Material:;Kunststoff PA;glasfaserverstärkt schwarz";;;;;
120000288;203600406;"Teller 100 für feste;Stellfüße, schwarz Material:;Kunststoff PA glasfaserverst.;";;;;;
120000289;203600407;"Teller 100 mit;Anti-Slip-Platte für feste;Stellfüße Material: Kunststoff;PA glasfaserverstärkt schwarz";;;;;
120000290;203600500;"Trapezteller 60 für feste;Stellfüße Material:;Zinkdruckguss schwarz pulverb.;";;;;;
120000291;203600501;"Trapezteller 60 mit;Anti-Slip-Platte für feste;Stellfüße Material:;Zinkdruckguss schwarz";;;;;
120000292;203600502;"Trapezteller 80 für feste;Stellfüße Material:;Zinkdruckguss schwarz pulverb.;";;;;;
120000293;203600503;"Trapezteller 80 mit;Anti-Slip-Platte für feste;Stellfüße Material:;Zinkdruckguss schwarz";;;;;
120000294;203600600;"Gewindestange für feste;nivellierbare Stellfüße M12x66;Material: Stahl verzinkt;";;;;;
120000295;203600601;"Gewindestange für feste;nivellierbare Stellfüße;M12x100 Material: Stahl;verzinkt";;;;;
120000296;203600606;"Gewindestange für feste;nivellierbare Stellfüße;M16x125 Material: Stahl;verzinkt";;;;;
120000297;203600700;"Bodenbefestigung für;Trapezteller 60 Material:;Zinkdruckguss schwarz;pulverbeschichtet";0.0.439.37;;-;-;
120000298;203600701;"Bodenbefestigung für;Trapezteller 80 Material:;Zinkdruckguss schwarz pulverb.;";0.0.265.30;;1010271;KLE80;
120000299;204500601;"Gelenk 20 Nut 5/6;Material:Aludruckguss;alufarbig alufarbig;oberflächenbeschichtet";0.0.464.39;;-;-;
120000300;204500602;"Gelenk 20 mit Klemmhebel Nut;5/6 Material:Aludruckguss;alufarbig alufarbig;oberflächenbeschichtet";0.0.464.43;;-;-;
120000301;204500604;"Gelenk 40 mit Klemmhebel Nut 8;Material:Zinkdruckguss;alufarbig alufarbig;oberflächenbeschichtet";0.0.373.93;;1010154;GEL4040KLE;
120000302;204500605;"Gelenk 40x80 Nut 8 Material:;Zinkdruckguss~; silberfarbig;oberflächenbeschichtet;silberfarbig";0.0.373.91;;1010159;GEL8040;
120000303;204500606;"Gelenk 40x80 mit Klemmhebel;Nut 8 Material: Zinkdruckguss~;;silberfarbig;oberflächenbeschichtet";;;;;
120000304;204532235;"Gelenk 40 Nut 8 Material:;Zinkdruckguss~; silberfarbig;oberflächenbeschichtet;silberfarbig";0.0.265.31;;1010153;GEL4040;
120000305;205400100;"Clip-Kabelbinder mit Gummi Nut;8 Kunststoff Pa, schwarz 2;Kammern;";0.0.196.65;;1028414;KABSCH8;
120000306;205400101;"Clip-Kabelbinder mit Hammer;Nut 8 Kunststoff PA, schwarz 2;Kammern;";;;;;
120000307;205400102;"Clip-Kabelbinder mit Hammer;Nut 8 Kunststoff PA, schwarz 1;Kammer;";;;;;
120000308;205400200;"Kreuzkabelbinderblock Nut 5;A2=1,6 McMaster;;";;;;;
120000309;205400201;"Kreuzkabelbinderblock Nut 8;A2=4,4mm;;";0.0.494.52;;1010258;KABPA;
120000310;205610001;"Kugelschnäpper leicht, SW13;M8x12, Halteschraube:stahl;verzinkt Material: Kunststoff;PA";;;;;
120000311;205610002;"Kugelschnäpper leicht, SW13;M8x12, Halteschraube:Edelstahl;Material: Kunststoff PA;";;;;;
120000312;205610003;"Kugelschnäpper schwer, SW13;M8x12, Halteschraube:Edelstahl;Material: Kunststoff PA;";;;;;
120000313;205610004;"Kugelschnäpper schwer, SW13;M8x12, Halteschraube:stahl;verzinkt Material: Kunststoff;PA";0.0.388.20;;1010285;KUGPA;
120000314;205610100;"Abstandshalter für;Kugelschnäpper Material:;Kunststoff PA schwarz;";;;;;
120000315;205610200;"Befestigungswinkel für;Kugelschnäpper Material: Stahl;verzinkt VE = 10 Stück;";0.0.475.06;;-;-;
120000316;205615009;"Flachkopfschraube L25 M6x22;Stahl verzinkt ähnlich;ISO7380F;";;;;;
120000317;205615150;"Abstandshalter 2 mm für;Klemmblock 5 Material:;Kunststoff PA glasfaserv. schw;";;;;;
120000318;205615151;"Abstandshalter 3 mm für;Klemmblock 5 Material:;Kunststoff PA glasfaserv. schw;";;;;;
120000319;205615152;"Abstandshalter 4 mm für;Klemmblock 5 Material:;Kunststoff PA glasfaserv. schw;";;;;;
120000320;206500001;"Greifschale Nut 8~; 210x105x40;Material: Kunststoff PA,;Schwarz;";0.0.026.21;;-;-;
120000321;206500002;"Greifschale Nut 8~; 110x105x40;Material: Kunststoff PA,;Schwarz;";0.0.026.20;;-;-;
120000322;206500200;"Tischplattenbefestigung 40 Nut;8 Klemmwinkel, Abeckkappe und;Schraube;";0.0.617.63;;-;-;
120000323;206519735;"Fussauflage höhenverstellbar;BFA= 900mm, TFA=530mm;höhenverstellung mittels Feder;Ausführung der Bodenplatte";;;;;
120000324;206538409;"Fussauflage höhenverstellbar;Ausführung: ESD BFA=900mm;TFA=530mm Ausführung: ESD;höhenverstellung mittels Feder";;;;;
120000325;206539800;"Halteset für Steckdosen und;Energieleiste I-40 incl.;Schrauben und Muttern;";;;;;
120000326;206539842;"Steckdosenleiste incl.;Halteset I-40 max. 16A/230V;RoHS2- Konform;";;;;;
120000327;206539844;"Steckdosenleiste, Ausgang;schaltbar incl. Halteset I40;;";;;;;
120000328;206539846;"Steckdosenleiste, E/A;schaltbar incl. Halteset I40;;";;;;;
120000329;206539847;"Steckdosenleiste 5-fach mit;Wippschalter inkl. Halteset;I-40, max. 16A/230V, Eingang;schaltbar, Steckdose";0.0.627.44;;-;-;
120000330;206539850;"Energieleiste, E/A schaltbar;incl. Halteset I40;;";;;;;
120000331;208520020;"Hubtürführungssatz Nut 8 inkl.;Halteset Material: Kunststoff;POM schwarz;";0.0.388.70;;-;-;
120000332;208530001;"ECO-Schutzzaunbefestigung Nut;8 für Profil 40x40;;";;;;;
120000333;208530005;"Systemtüre Variante 2 mit;Halteblech;;";;;;;
120000334;208541193;"Rohrschelle D28/Nut 8 Stahl;verzinkt~; inkl.;Befestigungssatz;";;;;;
120000335;208999471;"Systemstütze 40x40L;;;";;;;;
120000336;208999472;"Systemstütze 40x40x80L;;;";;;;;
120000337;208999473;"Systemstütze 40x80L;;;";;;;;
120000338;208999474;"Systemstütze 80x80L;;;";;;;;
120000339;212200206;"Fixierstück für;Endschalterhatler Nut 10;Material: Kunststoff PA;glasfaserverst.";;;;;
120000340;212300600;"Nutenstein einschwenkbar Nut12;M6 34,5x20,3x11,2 mm Material:;stahl verzinkt;";0.0.003.72;;-;-;
120000341;212300601;"Nutenstein einschwenkbar Nut12;M8 34,5x20,3x11,2 mm Material:;stahl verzinkt;";0.0.003.63;;-;-;
120000342;212300602;"Nutenstein einschwenkbar Nut12;M10 34,5x20,3x11,2 mm;Material: stahl verzinkt;";0.0.003.64;;-;-;
120000343;212300603;"Nutenstein einschwenkbar Nut12;M12 34,5x20,3x11,2 mm;Material: stahl verzinkt;";0.0.003.65;;-;-;
120000344;212311008;"Schraubverbinder Nut12;Material: stahl verzinkt;;";0.0.003.35;;-;-;
120000345;251000000;"Griffleistenprofil AL;Nut 5;10 St. x 3000mm;";0.0.452.17;;-;-;
120000349;251000100;"Abdeckkappensatz für;Griffleistenprofil T=4mm;Material: Kunststoff PA,;schwarz";0.0.432.28;;-;-;
120000350;251000999;"Griffleistenprofil AL;Nut 5;;";0.0.452.17;;-;-;
120000351;251005001;"Abdeckkappe 10x20, Nut 5;schwarz T=3,0 mm~; Material: PA;glasfaserverst.;";0.0.391.12;;1010014;ABD5.2010;
120000352;251005002;"Abdeckkappe 16x40, Nut8,;schwarz T=4,0 mm~; Material: PA;glasfaserverst.;";0.0.026.79;;-;-;
120000353;251005003;"Abdeckkappe 16x80, Nut 8,;schwarz T=4,0 mm~; Material: PA;glasfaserverst.;";0.0.265.98;;-;-;
120000354;251005004;"Abdeckkappe 18x32, Nut 8;schwarz T=4,0 mm~; Material: PA;glasfaserverst.;";0.0.388.87;;-;-;
120000355;251005005;"Abdeckkappe 20x20, Nut 5;schwarz T=2,5 mm~; Material: PA;glasfaserverst.;";0.0.370.09;;1010015;ABD5.2020;
120000356;251005006;"Abdeckkappe 20x40, Nut 5,;schwarz T=2,5 mm~; Material: PA;glasfaserverst.;";0.0.370.11;;1010017;ABD5.4020;
120000357;251005007;"Abdeckkappe 20x60, Nut 5,;schwarz T=2,5 mm~; Material: PA;glasfaserverst.;";0.0.425.53;;-;-;
120000358;251005020;"Potentialausgleich Nut5 mit;Gewindestift;;";0.0.464.45;;-;-;
120000359;251005023;"Abdeckkappe 40x40 Nut 5,;schwarz T=2,5 mm~; Material: PA;glasfaserverst.;";0.0.370.13;;1010018;ABD5.4040;
120000360;251005029;"Abdeckkappe R20 90°, Nut 5,;schwarz T=2,5 mm~; Material: PA;glasfaserverst.;";0.0.425.71;;1010022;ABD5.R2090;
120000361;251005036;"Abdeckkappe 60x40 Nut 5~; T=2,5;mm Material: Kunststoff PA;schwarz;";0.0.425.56;;-;-;
120000362;251005038;"Abdeckkappe 80x20 Nut 5~; T=2,5;mm Material: Kunststoff PA;schwarz;";0.0.370.92;;1010020;ABD5.8020;
120000363;251005039;"Abdeckkappe 10x40~; Nut 5~; T =;2,5 mm Material: Kunststoff PA;schwarz;";0.0.391.14;;1010016;ABD5.4010;
120000364;251006007;"Abdeck- und Einfaßprofil Nut;5, Natur Länge 2000mm,;Material PP;";0.0.391.73;;1010043;ABDEIN5.PPN;
120000365;251006008;"Abdeck- und Einfaßprofil Nut;5, schwarz RAL9005, Länge;2000mm, Material: PP;";0.0.391.74;;1010044;ABDEIN5.PPS;
120000366;251006016;"Abdeck- und Einfaßprofil, ESD,;Nut 5 schwarz, Material: PP,;Länge: 2000mm;";0.0.675.40;;-;-;
120000367;251010001;"Scheibendichtung Nut 5 Schwarz;Material: Kunststoff TPE;Abnahmemeng: pro Meter;Bestellmenge am Stück: Max.";0.0.437.12;;-;-;
120000368;251201000;"Aluminiumprofil 20x10;Nut 5;16 St. x 3000mm;";0.0.391.02;;1010404;PRO5.2010;
120000372;251201901;"Aluminiumprofil 20x10;Nut 5;;";0.0.448.03;;-;-;
120000373;251202000;"Aluminiumprofil 20x20;Nut 5;16 St. x 3000mm;";0.0.370.03;;1010405;PRO;
120000377;251202010;"Aluminiumprofil 20x20 1N;Nut 5;16 St. x 3000mm;";0.0.437.74;;1010406;PRO5.20201N;
120000381;251202020;"Aluminiumprofil 20x20 2N90;Nut 5;16 St. x 3000mm;";0.0.437.66;;1010407;PRO5.20202N90;
120000385;251202030;"Aluminiumprofil 20x20 3N;Nut 5;16 St. x 3000mm;";0.0.464.83;;-;-;
120000389;251202090;"Aluminiumprofil R20 90°;Nut 5;8 St. x 3000mm;";0.0.425.43;;1010413;PRO5.R2090;
120000393;251202901;"Aluminiumprofil 20x20;Nut 5;;";0.0.448.04;;-;-;
120000394;251202911;"Aluminiumprofil 20x20 1N;Nut 5;;";0.0.437.99;;-;-;
120000395;251202921;"Aluminiumprofil 20x20 2N90;Nut 5;;";0.0.464.01;;-;-;
120000396;251202931;"Aluminiumprofil 20x20 3N;Nut 5;;";0.0.448.33;;-;-;
120000397;251202991;"Aluminiumprofil R20 90°;Nut 5;;";0.0.448.19;;-;-;
120000398;251401000;"Aluminiumprofil 40x10;Nut 5;16 St. x 3000mm;";0.0.391.06;;1010408;PRO5.4010;
120000402;251401099;"Aluminiumprofil 40x10;Nut 5;;";0.0.448.06;;-;-;
120000403;251402000;"Aluminiumprofil 40x20;Nut 5;16 St. x 3000mm;";0.0.370.04;;1010409;PRO5.4020;
120000407;251402010;"Aluminiumprofil 40x20 2N;Nut 5;8 St. x 3000mm;";0.0.437.75;;-;-;
120000411;251402901;"Aluminiumprofil 40x20;Nut 5;;";0.0.448.07;;-;-;
120000412;251402911;"Aluminiumprofil 40x20 2N;Nut 5;;";0.0.464.03;;-;-;
120000413;251404000;"Aluminiumprofil 40x40;Nut 5;8 St. x 6000mm;";0.0.370.05;;1010410;PRO5.4040;
120000417;251404901;"Aluminiumprofil 40x40;Nut 5;;";0.0.448.09;;-;-;
120000418;251602000;"Aluminiumprofil 60x20;Nut 5;5 St. x 3000mm;";0.0.425.44;;-;-;
120000422;251602901;"Aluminiumprofil 60x20;Nut 5;;";0.0.448.11;;-;-;
120000423;252200128;"Nutenstein einschwenkbar mit;Federkugel Nut5, M3 12,0 x 8,0;x 4,2 mm Material: Stahl;verzinkt";0.0.437.19;;1010326;NUT5.M3ST;
120000424;252200129;"Nutenstein einschwenkbar mit;Federkugel Nut5, M4 12,0 x 8,0;x 4,2 mm Material: Stahl;verzinkt";0.0.370.06;;1010328;NUT5.M4ST;
120000425;252200130;"Nutenstein einschwenkbar mit;Federkugel Nut5, M5 12,0 x 8,0;x 4,2 mm Material: Stahl;verzinkt";0.0.370.01;;1010330;NUT5.M5ST;
120000426;252200131;"Nutenstein einschwenkbar mit;Federkugel Nut5, M4 12,0 x 8,0;x 4,2 mm Material: Edelstahl;";0.0.425.10;;-;-;
120000427;252200132;"Nutenstein einschwenkbar mit;Federkugel Nut5, M5 12,0 x 8,0;x 4,2 mm Material: Edelstahl;";0.0.425.11;;-;-;
120000428;252200133;"Nutenstein einschwenkbar mit;Federkugel 1500 x 8,0 x 4,2 mm;Material: stahl blank;";;;;;
120000429;252200134;"Nutenstein einschwenkbar m.;Führungsste und Federkugel Nut;5~; M3 12,0 x 7,4 x 4,0mm;Material: stahl verzinkt";0.0.437.19;;1010326;NUT5.M3ST;
120000430;252200135;"Nutenstein einschwenkbar m.;Führungssteg und Federkugel;Nut 5~; M4 12,0 x 7,4 x 4,0mm;Material: stahl verzinkt";0.0.370.06;;1010328;NUT5.M4ST;
120000431;252200136;"Nutenstein einschwenkbar m.;Führungssteg und Federkugel;Nut 5~; M5 12,0 x 7,4 x 4,0mm;Material: stahl verzinkt";0.0.370.01;;1010330;NUT5.M5ST;
120000432;252200137;"Nutensteinprofil einschwenkbar;mit Führungssteg, Nut 5, 1500;x 7,7 x 4,0mm Material: stahl;blank";0.0.370.56;;-;-;
120000433;252200203;"Fixierstück für;Endschalterhatler, Nut;;";;;;;
120000434;252300100;"Winkel 20x20 Nut 5, Material:;Zinkdruckguss blank;;";0.0.425.03;;1010621;WIN5.2020ZN;
120000435;252300106;"Winkel 40x40 Nut 5, Material:;Zinkdruckguss weissaluminium;RAL9006;";0.0.425.06;;-;-;
120000436;252300109;"Winkel 20x20 Nut 5, Inkl.;Befestigung und Abdeckkappe;Winkel: Zinkdruckguss blank;Abdeckkappe: PA schwarz";0.0.425.02;;1030033;WINSTZ5.2020ZN;
120000437;252300114;"Winkel 40x40, Nut 5, inkl.;Befestigung und Abdeckkappe;Winkel: Zinkdruckguss;weißaluminium RAL9006";0.0.425.05;;1010921;WINSTZ5.4040ZN;
120000438;252300200;"Winkel 20x20 Nut 5, silber;pulverb. inkl. Befestigung und;Abdeckkappe Winkel:;Zinkdruckguss Abdeckkappe: PA";0.0.425.02;;1030033;WINSTZ5.2020ZN;
120000439;252305100;"Set Uni-Stoßverbinder Nut 5;Material: Zinkdruckguss;verzinkt 2 Univerbinder, 1;Schraube DIN912, M4x20, 1";0.0.370.32;;1030032;UNISTOSTZ5.;
120000440;252310001;"Set Unvierbinder Nut 5 mit;Führungsnase Material:;Zinkdruckguss verzinkt;";0.0.370.27;;-;-;
120000441;252310003;"Abdeckkappe für Eckwinkel 20 -;Eckform Material: PA schwarz;;";0.0.437.73;;-;-;
120000442;252310004;"Abdeckkappe für Eckwinkel 20 -;Rundform Material: PA schwarz;;";0.0.425.94;;-;-;
120000443;252310010;"Eckwinkel 20 Nut 5~; inkl. 3;Schrauben M5 Material: Winkel;Zinkdruckguss blank;";0.0.642.11;;-;-;
120000444;252310011;"Eckwinkel 20 Nut 5~; inkl. 3;Schrauben M5x12~; und;Abdeckkappe eckig Material:;Winkel Zinkdruckguss blank";0.0.437.96;;-;-;
120000445;252310012;"Eckwinkel 20 Nut 5, inkl. 3;Schrauben I SO 7380 M5x12 und;Abdeckkappe rund, Mate;";0.0.425.97;;-;-;
120000446;252311001;"Schraubverbinder Nut5;Material: stahl verzinkt;;";0.0.370.08;;1030030;ZENSTZ5.;
120000447;252311006;"Gelenkwinkel 20~; Nut5;Material: Zinkdruckguss;weißaluminium inkl.;Befestigung";0.0.437.83;;-;-;
120000448;252311008;"Schraubverbinder Nut5 inkl.;Schraube ISO 7380 M5x12~;;Material: stahl verzinkt;";0.0.612.14;;-;-;
120000449;252523506;"Abdeckkappe für Winkel 40x40,;Nut 5, Material: PA, schwarz;;";0.0.425.07;;-;-;
120000450;252600014;"Kunststoffscharnier doppelt~;;Nut 5~; 20x20x20;Material: Kunststoff PA;glasfaserverstärkt";0.0.437.33;;-;-;
120000451;252652007;"Automatikverbinder Nut5~; inkl.;Nutenstein mit Steg~; Material:;stahl verzinkt;";0.0.391.60;;1010120;EINSTZ5.;
120000452;252652010;"Automatik-Stoßverbinder Set,;Nut 5 inkl. Schraube und;Schneidhülse Material: stahl;verzinkt";0.0.464.18;;-;-;
120000453;252652014;"Automatik-Stoßverbinder Set,;Nut 5 inkl. Schraube und;Schneidhülse Material:;Edelstahl";0.0.464.19;;-;-;
120000454;252652020;"Automatikverbinder Nut5 inkl.;Nutenstein mit Steg~; Material:;Edelstahl;";0.0.437.46;;-;-;
120000455;252652022;"Automatik-Combiverbinder 20~;;Nut5, inkl. Nutenstein mit;Steg Material. stahl verzinkt;";0.0.672.88;;-;-;
120000456;252655005;"Winkelverbinder 40/20 45°, Nut;5 Material: Zinkdruckguss;blank, ESD fähig;";;;;;
120000457;252655006;"Winkelverbinder 40/20 45°, Nut;5 Zinkdruckguss alufarbig;alufarbig;oberflächenbeschichtet";;;;;
120000458;252655007;"Winkelverbinder 20 45°, Nut 5,;ESD Material: Zinkdruckguss;blank;";;;;;
120000459;252655008;"Winkelverbinder 20 45°, Nut 5;Material: Zinkdruckguss;alufarbig;oberflächenbeschichtet";;;;;
120000460;252656001;"Würfelverbinder 20/2;Aludruckguss m. 2 Abdeckkappen;u. Schrauben ISO7380 M5X14 und;Schrauben ISO7380 M5X14";;;;;
120000461;252656002;"Würfelverbinder 20/3;Zinkdruckguss m. 3;Abdeckkappen u. Schrauben;ISO7380 M5X14 silber";;;;;
120000462;252656003;"Würfelverbinder 20/2;N8~;Aludruckg. m. Abdeckkappen;u. Schrauben ISO7380 M5X14;";;;;;
120000463;252656004;"Würfelverbinder 20/3;Aludruckguss m. 3 Abdeckkappen;u. Schrauben ISO7380 M5X14 und;Schrauben ISO7380 M5X14";;;;;
120000464;253218001;"Laufrolle D=19mm Nut 5;;;";0.0.370.97;;1010445;ROL5.PA;
120000465;253510502;"Nutfuss 20~; Nut 5 Kunststoff;PA, schwarz;;";;;;;
120000466;255100102;"Erdungsanschluss Nut5;;;";0.3.001.80;;-;-;
120000467;255400103;"Clip-Kabelbinder mit Hammeri;Nut 8 Kunststoff Pa, schwarz 2;Kammern;";;;;;
120000468;255400104;"Clip-Kabelbinder mit Hammeri;Nut 8 Kunststoff Pa, schwarz 1;Kammern;";;;;;
120000469;255610500;"Magnetverschluss Nut 5,;schwarz Material: Kunststoff;PA glasfaserverstä;Verschlusskraft: ca. 5N vorne";0.0.391.32;;-;-;
120000470;255615001;"Uniblock 14 mit Vierkantmutter;M4 Nut 5 Material: Block:;Kunststoff PA glasfaser;Mutter: Stahl verzinkt";0.0.370.71;;1010577;UNI5.6PA;
120000471;255615100;"Klemmblock Nut 5 Material:;Kunststoff PA glasfaserv. schw;;";0.0.437.24;;1010278;KLEMUL5.6PA;
120000472;255615103;"Klemmblock Nut 5 Material:;Kunststoff PA glasfaserv.;verkehrsgrau ähnlich RAL7042;";0.0.641.59;;-;-;
120000473;261005003;"Potentialausgleich Nut6 mit;Gewindestift;;";0.0.459.65;;-;-;
120000474;261005008;"Abdeckkappe 30x120, Nut 6,;schwarz T=3,0 mm~; Material: PA;glasfaserverst.;";0.0.419.25;;-;-;
120000475;261005009;"Abdeckkappe 30x30, Nut 6,;schwarz T=3,0 mm~; Material: PA;glasfaserverst.;";0.0.419.22;;-;-;
120000476;261005010;"Abdeckkappe 30x60, Nut 6,;schwarz T=3,0 mm~; Material: PA;glasfaserverst.;";0.0.419.23;;-;-;
120000477;261005023;"Abdeckkappe 60x60, Nut 6,;schwarz T=3,0 mm~; Material: PA;glasfaserverst.;";0.0.419.24;;-;-;
120000478;261005024;"Abdeckkappe 30x30 45°, Nut 6,;schwarz T=3,0 mm~; Material: PA;glasfaserverst.;";0.0.434.74;;-;-;
120000479;261005027;"Abdeckkappe 30x30, Nut 6,;schwarz ESD T=3,0 mm~;;Material: PA glasfaserverst.;";;;;;
120000480;261005028;"Abdeckkappe R30 90°, Nut 6,;schwarz T=3,0 mm~; Material: PA;glasfaserverst.;";0.0.434.75;;-;-;
120000481;261005040;"Abdeckkappe 120x60 Nut 6~;;T=3,0 mm Material: Kunststoff;PA schwarz;";0.0.419.26;;-;-;
120000482;261005041;"Abdeckkappe 30x12 Nut 6~; T=3,0;mm Material: Kunststoff PA;schwarz;";0.0.478.09;;-;-;
120000483;261006006;"Abdeckprofil NBR, Nut 6,;schwarz Preis pro Meter,;Lieferung auf Spule Länge auf;einer Spule max. 20m";0.0.439.36;;-;-;
